ndays,MJm2
3974,11.45448
3975,16.09092
3976,10.2078
3977,16.59132
3978,21.02472
3979,19.9962
3980,15.64668
3981,18.4518
3982,11.9844
3983,15.90084
3984,9.0666
3985,15.54372
3986,18.44424
3987,9.93168
3988,7.8174
3989,7.31772
3990,10.88316
3991,8.85132
3992,10.90152
3993,11.91312
3994,17.2836
3995,6.07752
3996,18.43884
3997,19.29852
3998,18.6714
3999,15.77772
4000,15.23196
4001,14.49275481
4002,19.59372
4003,17.21268
4004,16.70148
4005,15.73056
4006,20.80404
4007,20.6172
4008,19.06236
4009,21.33
4010,19.02096
4011,21.54672
4012,17.25444
4013,16.25796
4014,16.6626
4015,18.22644
4016,18.2574
4017,21.78936
4018,16.92612
4019,17.8344
4020,17.05045356
4021,17.16005767
4022,17.09090213
4023,17.11119841
4024,17.20544633
4025,17.30112199
4026,17.45454153
4027,17.51137685
4028,17.47796854
4029,17.6380938
4030,17.69408516
4031,17.85386445
4032,18.10668635
4033,18.04310334
4034,18.23153615
4035,18.47924945
4036,18.52467138
4037,18.61487999
4038,18.53299747
4039,18.47722035
4040,18.50998336
4041,18.38619017
4042,14.181444
4043,20.519856
4044,21.262968
4045,18.88171595
4046,21.834756
4047,19.04878765
4048,19.43766
4049,22.430376
4050,21.832416
4051,21.370176
4052,23.043528
4053,17.481924
4054,18.114732
4055,23.847048
4056,23.687172
4057,22.987476
4058,21.628728
4059,21.076452
4060,17.997732
4061,4.038336
4062,19.046952
4063,21.379392
4064,23.741784
4065,16.302852
4066,9.492732
4067,22.321224
4068,23.029596
4069,22.702572
4070,23.091804
4071,16.633008
4072,11.7837
4073,19.974456
4074,20.921436
4075,16.063488
4076,15.440832
4077,20.24602142
4078,23.693472
4079,20.249748
4080,20.21113036
4081,20.22696992
4082,20.07575462
4083,20.002365
4084,20.0356755
4085,20.18674903
4086,20.32352502
4087,20.32104143
4088,20.5827801
4089,14.155452
4090,20.346624
4091,20.125836
4092,25.297488
4093,17.513604
4094,24.837012
4095,22.541832
4096,24.12216
4097,23.0247
4098,21.093732
4099,23.074884
4100,24.500808
4101,24.553908
4102,23.437476
4103,24.440616
4104,25.384428
4105,25.443684
4106,26.01216
4107,25.507764
4108,21.338352
4109,25.163172
4110,25.39134
4111,25.87986
4112,13.687236
4113,18.118692
4114,20.435652
4115,22.78134
4116,21.075624
4117,13.254732
4118,24.72642
4119,20.736648
4120,14.140008
4121,24.85746
4122,24.117696
4123,23.329584
4124,25.375716
4125,18.470448
4126,24.331824
4127,25.570872
4128,25.722432
4129,14.17428
4130,17.954784
4131,21.809376
4132,19.919124
4133,21.565944
4134,24.630984
4135,24.443712
4136,16.230528
4137,15.156756
4138,13.1931
4139,13.806468
4140,9.964764
4141,6.398748
4142,9.94266
4143,15.843708
4144,15.988752
4145,16.321968
4146,18.6012
4147,15.258888
4148,9.422496
4149,11.9718
4150,16.4367
4151,16.902792
4152,19.390068
4153,11.885976
4154,14.511096
4155,14.279364
4156,15.234444
4157,18.750204
4158,22.94064
4159,21.397212
4160,21.344292
4161,17.32212
4162,19.429992
4163,12.659868
4164,23.723244
4165,15.103584
4166,13.349628
4167,13.213152
4168,17.19198
4169,23.174244
4170,13.694688
4171,9.239328
4172,16.38612
4173,18.416412
4174,17.083728
4175,18.480852
4176,22.381416
4177,20.171196
4178,20.35314
4179,18.837108
4180,19.520712
4181,11.769156
4182,5.537376
4183,18.312264
4184,15.740964
4185,8.801532
4186,20.563164
4187,14.8986
4188,13.148748
4189,15.195528
4190,7.069608
4191,8.605044
4192,14.275296
4193,8.811108
4194,13.891896
4195,8.455896
4196,21.299904
4197,9.363564
4198,5.164452
4199,18.742536
4200,20.02212
4201,17.385876
4202,11.111004
4203,9.23004
4204,12.7053
4205,8.411148
4206,12.561948
4207,11.075148
4208,10.836648
4209,12.261528
4210,13.983156
4211,20.406384
4212,19.169532
4213,17.928468
4214,16.978032
4215,12.448368
4216,20.624724
4217,19.27386
4218,22.146588
4219,13.495284
4220,15.346584
4221,21.460104
4222,18.927432
4223,15.646932
4224,19.273356
4225,18.556596
4226,18.908748
4227,17.58654
4228,8.272188
4229,6.804108
4230,9.677196
4231,18.561636
4232,4.310928
4233,12.890988
4234,12.242952
4235,10.73718
4236,11.276388
4237,7.321716
4238,7.606836
4239,20.291472
4240,21.705984
4241,14.677236
4242,20.357892
4243,18.279036
4244,18.399816
4245,18.458964
4246,7.558524
4247,21.168864
4248,12.804444
4249,21.535524
4250,13.92066
4251,21.1473
4252,13.074192
4253,18.913464
4254,18.140436
4255,23.11128
4256,15.460848
4257,8.9469
4258,9.77004
4259,19.009152
4260,11.356416
4261,19.755648
4262,21.784716
4263,12.4362
4264,6.9471
4265,20.461356
4266,7.426008
4267,17.750448
4268,20.91492
4269,15.014988
4270,13.850928
4271,17.707896
4272,22.839696
4273,20.620764
4274,17.32518
4275,8.353008
4276,13.960836
4277,10.858608
4278,13.376592
4279,22.199184
4280,14.894496
4281,17.82252
4282,16.536168
4283,22.366116
4284,18.907884
4285,11.16432
4286,18.902016
4287,14.473332
4288,3.425256
4289,13.549032
4290,15.098904
4291,11.344068
4292,12.226392
4293,16.040196
4294,17.043588
4295,20.137032
4296,16.435512
4297,16.09434
4298,17.7678
4299,10.332072
4300,16.422228
4301,14.007744
4302,20.95704
4303,12.127212
4304,7.734348
4305,19.218924
4306,13.776516
4307,16.31142
4308,10.059408
4309,17.561304
4310,22.919976
4311,16.530696
4312,17.63352
4313,20.24154
4314,17.35938
4315,10.546884
4316,15.23214
4317,11.484036
4318,17.436888
4319,16.45614
4320,16.260552
4321,19.093932
4322,14.344848
4323,6.906528
4324,10.651536
4325,11.820168
4326,18.551808
4327,15.781896
4328,19.384416
4329,21.614508
4330,12.500532
4331,10.52838
4332,12.499344
4333,14.033952
4334,21.75912
4335,16.066116
4336,18.444816
4337,21.027312
4338,9.590724
4339,19.242576
4340,16.506324
4341,6.589836
4342,12.029328
4343,6.557904
4344,7.125444
4345,5.99364
4346,6.819732
4347,13.440492
4348,11.49516
4349,14.818104
4350,18.420372
4351,16.16292
4352,13.275792
4353,11.402568
4354,10.725156
4355,9.306756
4356,14.520672
4357,18.322344
4358,11.663928
4359,17.028036
4360,16.04232
4361,5.961096
4362,12.040056
4363,17.3799
4364,17.082288
4365,20.529684
4366,18.14292
4367,21.066228
4368,20.239524
4369,18.191304
4370,14.348268
4371,16.334532
4372,15.519852
4373,17.22222
4374,19.525392
4375,19.606932
4376,16.601472
4377,17.506224
4378,18.171864
4379,17.312328
4380,11.064204
4381,20.30112
4382,20.187612
4383,20.454552
4384,20.11806
4385,20.768868
4386,18.858528
4387,10.95858
4388,11.059596
4389,15.761232
4390,10.723968
4391,14.183208
4392,17.904204
4393,19.727532
4394,17.277264
4395,20.610648
4396,17.338896
4397,21.237408
4398,21.250656
4399,21.506544
4400,13.970196
4401,19.990836
4402,17.952516
4403,21.030768
4404,19.787292
4405,19.925604
4406,16.906104
4407,17.79336
4408,21.97296
4409,20.923488
4410,22.446216
4411,22.55202
4412,20.348892
4413,21.668832
4414,22.508676
4415,22.919652
4416,18.981432
4417,18.77274
4418,21.039948
4419,21.907332
4420,23.21856
4421,22.343796
4422,18.746316
4423,20.032884
4424,18.691524
4425,19.78776
4426,21.9636
4427,23.422464
4428,22.338036
4429,23.626548
4430,23.045832
4431,22.482792
4432,22.414716
4433,23.190876
4434,23.256252
4435,21.071808
4436,23.528808
4437,22.088232
4438,20.443968
4439,19.978128
4440,19.21356
4441,22.20102
4442,22.284
4443,21.69468
4444,15.57684
4445,14.0688
4446,20.335752
4447,20.804148
4448,24.537888
4449,24.525108
4450,19.315116
4451,18.51012
4452,17.240292
4453,16.397424
4454,19.448496
4455,18.534168
4456,23.169852
4457,7.752312
4458,18.493488
4459,20.641068
4460,20.476476
4461,23.218128
4462,25.286292
4463,25.320348
4464,24.595128
4465,21.404916
4466,23.0517
4467,23.95242
4468,25.67916
4469,22.525812
4470,22.622688
4471,23.28498
4472,24.252336
4473,25.188768
4474,24.885648
4475,24.13512
4476,25.04574
4477,24.224364
4478,18.44028
4479,24.295824
4480,18.6057
4481,21.018852
4482,15.586092
4483,21.392748
4484,11.579976
4485,14.24898
4486,13.75704
4487,19.719792
4488,23.643288
4489,24.6519
4490,16.162956
4491,20.506464
4492,24.257556
4493,24.485112
4494,24.34068
4495,25.396128
4496,21.23442
4497,9.184356
4498,10.585692
4499,15.20712
4500,7.345224
4501,4.377348
4502,2.780316
4503,14.430708
4504,21.400956
4505,8.286012
4506,12.960072
4507,13.155372
4508,15.236784
4509,12.07728
4510,4.915692
4511,11.123028
4512,13.068612
4513,20.02734
4514,18.102744
4515,20.361456
4516,23.407056
4517,20.310696
4518,24.337728
4519,4.287636
4520,7.197192
4521,14.604516
4522,7.085556
4523,15.422832
4524,13.3983
4525,14.83956
4526,15.134868
4527,20.2491
4528,19.909332
4529,8.951472
4530,10.646352
4531,10.774476
4532,19.250316
4533,17.014644
4534,21.940848
4535,6.263676
4536,24.601104
4537,5.717268
4538,24.263424
4539,18.866592
4540,22.213008
4541,9.366336
4542,14.054616
4543,14.789052
4544,2.959956
4545,18.363384
4546,11.529252
4547,18.409176
4548,13.841532
4549,18.921492
4550,19.305828
4551,16.662996
4552,6.596712
4553,19.120212
4554,11.11788
4555,19.276992
4556,23.71986
4557,21.958416
4558,19.756908
4559,20.966904
4560,9.542124
4561,15.326892
4562,9.32256
4563,15.538428
4564,5.312304
4565,12.36528
4566,14.36418
4567,9.194832
4568,17.37972
4569,14.637132
4570,18.716508
4571,11.193264
4572,14.82012
4573,8.03214
4574,11.070216
4575,12.979368
4576,18.406188
4577,7.61562
4578,12.835368
4579,23.246424
4580,21.018024
4581,13.032828
4582,22.401396
4583,17.809236
4584,15.0192
4585,5.334984
4586,12.58416
4587,18.048744
4588,18.165888
4589,12.01446
4590,10.381536
4591,13.653144
4592,8.027388
4593,13.88178
4594,16.640244
4595,6.08238
4596,2.540952
4597,15.230736
4598,18.30618
4599,18.367344
4600,12.430836
4601,15.973812
4602,10.739016
4603,10.258704
4604,11.59722
4605,13.321656
4606,19.722348
4607,20.891376
4608,10.100412
4609,13.34268
4610,11.767104
4611,15.615252
4612,14.137632
4613,17.972352
4614,17.517996
4615,11.837556
4616,16.404876
4617,19.417284
4618,20.193768
4619,3.635136
4620,18.180756
4621,9.414036
4622,21.43152
4623,9.37872
4624,12.030336
4625,14.685336
4626,10.042884
4627,13.688028
4628,17.883216
4629,19.830744
4630,7.153128
4631,17.281296
4632,8.28252
4633,12.578328
4634,9.384912
4635,22.231944
4636,20.051784
4637,17.349552
4638,10.169424
4639,8.64684
4640,12.466728
4641,8.965296
4642,13.884768
4643,16.941132
4644,21.467916
4645,11.631276
4646,13.99968
4647,9.067464
4648,12.309552
4649,11.990916
4650,12.200256
4651,21.03822
4652,21.681936
4653,15.506028
4654,22.079304
4655,21.074256
4656,16.390332
4657,18.75168
4658,10.480608
4659,17.181216
4660,11.392164
4661,9.472932
4662,9.787932
4663,18.798264
4664,19.861704
4665,9.912492
4666,16.001496
4667,14.346612
4668,9.87156
4669,14.764392
4670,17.359272
4671,17.800884
4672,14.250312
4673,8.23932
4674,3.575808
4675,16.155684
4676,17.067564
4677,16.599384
4678,16.598952
4679,8.21322
4680,10.131732
4681,22.415796
4682,16.999776
4683,18.083088
4684,12.913092
4685,8.939448
4686,12.992724
4687,15.56982
4688,18.695268
4689,17.027028
4690,12.622356
4691,11.934576
4692,7.379532
4693,18.037332
4694,14.029956
4695,12.552624
4696,18.105228
4697,15.007752
4698,4.49676
4699,9.055224
4700,13.725072
4701,12.63024
4702,12.264876
4703,15.25968
4704,14.231088
4705,18.75546
4706,18.886464
4707,19.715148
4708,8.182836
4709,8.001
4710,13.598316
4711,14.508072
4712,10.716336
4713,14.171004
4714,8.273232
4715,7.599924
4716,11.129868
4717,18.723744
4718,13.600692
4719,9.000072
4720,10.737252
4721,13.118652
4722,10.46088
4723,12.57624
4724,13.6893382
4725,15.3612
4726,11.03526
4727,9.755568
4728,14.337504
4729,21.035412
4730,19.60344
4731,17.268984
4732,15.559164
4733,17.037684
4734,20.864664
4735,15.284376
4736,21.018168
4737,21.252672
4738,20.504304
4739,18.031608
4740,21.191292
4741,16.491888
4742,18.550044
4743,19.364328
4744,17.889624
4745,16.477056
4746,17.937684
4747,20.51496
4748,15.425496
4749,14.456124
4750,9.714384
4751,18.082224
4752,17.16005767
4753,17.09090213
4754,17.11119841
4755,9.06804
4756,15.570792
4757,17.624484
4758,14.739516
4759,12.063492
4760,19.24938
4761,19.931076
4762,18.488196
4763,7.299468
4764,11.067264
4765,15.8553
4766,16.767324
4767,18.189216
4768,19.00134
4769,18.53299747
4770,18.47722035
4771,17.767692
4772,20.090772
4773,16.994124
4774,17.896932
4775,8.523828
4776,6.156432
4777,22.101192
4778,9.833976
4779,21.377304
4780,22.735836
4781,20.91996
4782,18.82309572
4783,17.89848
4784,12.36186
4785,10.69074
4786,22.741632
4787,20.555136
4788,14.321664
4789,10.534428
4790,19.848204
4791,22.087908
4792,17.762976
4793,11.731932
4794,23.383728
4795,21.428964
4796,23.847876
4797,24.074208
4798,19.429884
4799,22.87008
4800,23.312916
4801,23.508468
4802,23.5404
4803,21.546612
4804,20.829384
4805,23.058756
4806,21.230136
4807,23.985288
4808,24.311736
4809,23.581728
4810,24.322464
4811,23.802948
4812,22.876524
4813,24.315624
4814,14.836248
4815,22.39902
4816,23.44842
4817,16.51896
4818,10.206144
4819,23.670936
4820,16.697376
4821,4.0851
4822,11.822868
4823,21.533904
4824,23.316804
4825,18.455724
4826,21.340656
4827,19.069848
4828,21.819672
4829,13.426308
4830,20.79126
4831,18.405432
4832,18.703188
4833,23.011884
4834,19.378548
4835,21.700332
4836,23.61402
4837,24.764868
4838,21.543876
4839,24.113664
4840,21.97782
4841,21.572496
4842,22.65624
4843,21.73032
4844,20.05846751
4845,19.074168
4846,22.73706
4847,25.794396
4848,25.549092
4849,21.861432
4850,12.2337
4851,20.259756
4852,19.992168
4853,22.440996
4854,21.57624
4855,24.4854
4856,24.43734
4857,21.558276
4858,25.03494
4859,21.335004
4860,10.96398
4861,4.389552
4862,10.722492
4863,4.598424
4864,10.695888
4865,16.514892
4866,13.41774
4867,22.78998
4868,14.674176
4869,19.336752
4870,18.632628
4871,15.809112
4872,19.419372
4873,22.354776
4874,21.799548
4875,14.954112
4876,11.007144
4877,15.540948
4878,9.57348
4879,18.204912
4880,20.396808
4881,13.17762
4882,11.983932
4883,17.710776
4884,16.217604
4885,5.923332
4886,20.3823
4887,19.678968
4888,12.759408
4889,21.958488
4890,15.180192
4891,8.929944
4892,13.845312
4893,15.28236
4894,18.288936
4895,20.811492
4896,23.590404
4897,15.752916
4898,15.181812
4899,20.382876
4900,23.000472
4901,11.176488
4902,16.227108
4903,17.20926
4904,9.760608
4905,4.659012
4906,6.509304
4907,6.701004
4908,14.18526
4909,16.196328
4910,13.36608
4911,15.813828
4912,8.372988
4913,18.0072
4914,16.196472
4915,17.874432
4916,17.33472
4917,12.072996
4918,10.379124
4919,14.587416
4920,15.906996
4921,11.214864
4922,6.982092
4923,13.540284
4924,14.336208
4925,9.618228
4926,9.092412
4927,14.552964
4928,12.367044
4929,11.485908
4930,4.03092
4931,8.99208
4932,19.459656
4933,19.473588
4934,10.289592
4935,7.875288
4936,14.895324
4937,19.44936
4938,15.315696
4939,4.51152
4940,7.001316
4941,11.150712
4942,18.916848
4943,16.545528
4944,14.01696
4945,6.61122
4946,20.91852
4947,20.653848
4948,21.34062
4949,15.518448
4950,7.973352
4951,17.00658
4952,19.05894
4953,10.151028
4954,20.251116
4955,8.980632
4956,18.33876
4957,18.497916
4958,10.759752
4959,18.372132
4960,19.807704
4961,12.485808
4962,13.088952
4963,20.010096
4964,14.98248
4965,16.086888
4966,13.467492
4967,17.671968
4968,14.38128
4969,12.74724
4970,8.535996
4971,21.601296
4972,17.740944
4973,7.656264
4974,17.954892
4975,10.081692
4976,14.821992
4977,12.841776
4978,16.371612
4979,17.17254
4980,20.96712
4981,13.644
4982,18.430452
4983,8.13222
4984,10.370988
4985,13.051656
4986,11.039256
4987,8.306424
4988,19.32552
4989,17.794656
4990,18.743328
4991,9.203688
4992,16.512264
4993,3.227976
4994,18.62046
4995,4.549248
4996,14.330484
4997,11.880828
4998,10.118088
4999,14.183424
5000,17.350704
5001,8.885952
5002,12.953592
5003,9.017388
5004,12.17196
5005,5.102928
5006,13.173516
5007,23.478768
5008,16.72074
5009,13.284144
5010,9.84978
5011,22.367628
5012,12.833208
5013,11.255688
5014,9.205128
5015,7.654788
5016,20.002608
5017,22.184316
5018,6.473232
5019,17.931564
5020,9.746676
5021,9.2673
5022,19.052172
5023,19.50318
5024,17.412552
5025,13.963896
5026,10.38924
5027,12.627936
5028,14.032404
5029,4.845564
5030,16.38594
5031,13.772052
5032,13.998528
5033,5.966388
5034,14.28084
5035,6.509376
5036,15.123276
5037,10.456488
5038,13.53168
5039,9.839196
5040,14.730336
5041,18.608184
5042,9.439632
5043,19.789092
5044,18.179496
5045,15.392268
5046,16.37262
5047,13.317912
5048,14.447268
5049,12.222792
5050,9.5742
5051,14.880672
5052,12.346344
5053,12.95442
5054,8.878824
5055,13.41576425
5056,13.22535477
5057,13.858884
5058,7.993476
5059,13.588848
5060,15.310872
5061,14.248836
5062,8.592048
5063,15.831252
5064,2.68182
5065,14.900688
5066,13.928904
5067,14.49666
5068,7.096284
5069,7.107732
5070,18.590868
5071,15.32358
5072,20.950884
5073,16.064892
5074,12.370968
5075,16.57548
5076,4.76766
5077,2.111292
5078,13.077324
5079,16.991208
5080,20.499876
5081,14.744052
5082,7.428024
5083,15.594732
5084,14.433372
5085,12.350556
5086,14.487084
5087,16.550388
5088,14.174892
5089,15.752376
5090,18.63288
5091,15.245172
5092,13.565556
5093,10.367208
5094,3.02526
5095,10.08288
5096,12.83508
5097,6.514884
5098,3.687084
5099,19.518876
5100,16.942824
5101,11.164176
5102,13.678668
5103,16.778772
5104,18.56538
5105,19.084356
5106,20.2113
5107,13.56894
5108,18.167436
5109,19.946088
5110,16.002504
5111,14.563872
5112,17.395056
5113,15.149376
5114,15.73146
5115,19.141992
5116,18.484848
5117,14.94252
5118,11.879964
5119,17.761248
5120,18.2223
5121,19.425816
5122,20.003724
5123,10.256112
5124,18.38556
5125,20.51748
5126,19.518948
5127,14.42952
5128,10.940832
5129,19.302336
5130,17.928504
5131,18.60084
5132,15.837804
5133,21.208608
5134,20.20248
5135,20.943864
5136,21.542292
5137,21.686796
5138,21.049992
5139,20.596896
5140,15.161904
5141,20.472876
5142,17.6481
5143,21.548556
5144,21.96522
5145,13.351176
5146,16.478964
5147,19.548288
5148,14.69574
5149,18.69642
5150,20.471508
5151,20.896956
5152,20.432088
5153,21.05514
5154,22.388868
5155,21.280464
5156,22.581504
5157,21.029148
5158,21.717756
5159,17.920872
5160,20.597652
5161,20.09664
5162,20.362536
5163,18.672156
5164,14.425668
5165,14.822028
5166,22.097088
5167,23.267412
5168,21.683484
5169,22.433148
5170,22.35942
5171,23.183208
5172,21.787308
5173,16.9236
5174,16.666776
5175,19.795788
5176,23.092704
5177,20.088864
5178,23.698116
5179,23.796
5180,21.231792
5181,23.166
5182,20.638476
5183,21.22758
5184,22.084164
5185,21.6306
5186,24.398496
5187,23.348556
5188,22.994352
5189,23.19732
5190,12.994848
5191,13.843656
5192,17.4753
5193,23.030568
5194,13.2147
5195,8.000712
5196,22.117356
5197,23.69214
5198,13.256856
5199,14.741316
5200,18.695412
5201,16.719876
5202,23.403024
5203,16.0542
5204,14.17572
5205,22.766472
5206,22.355784
5207,15.926832
5208,21.248316
5209,24.668892
5210,19.3932
5211,19.714824
5212,21.8376
5213,17.267256
5214,23.485896
5215,20.183832
5216,22.7043
5217,21.390192
5218,22.281228
5219,24.707304
5220,22.781052
5221,20.344644
5222,23.040036
5223,18.345636
5224,20.41416
5225,18.473184
5226,19.15524
5227,16.7598
5228,18.567972
5229,19.45836
5230,18.800388
5231,14.429448
5232,14.710032
5233,21.96738
5234,16.241868
5235,23.384916
5236,21.799296
5237,20.2014
5238,15.53107567
5239,15.22424439
5240,15.37059359
5241,8.594424
5242,9.359172
5243,16.019316
5244,14.388624
5245,15.703092
5246,18.6678
5247,11.940444
5248,17.285112
5249,10.186884
5250,4.26978
5251,9.640548
5252,15.098184
5253,20.933712
5254,18.97272
5255,7.130124
5256,9.344052
5257,9.181368
5258,9.38574
5259,13.746276
5260,18.862272
5261,20.418984
5262,6.93558
5263,10.861668
5264,9.312156
5265,14.78682
5266,15.138648
5267,10.068768
5268,8.516592
5269,20.487492
5270,9.728928
5271,17.574444
5272,5.152212
5273,21.464316
5274,18.620856
5275,13.27608
5276,7.097184
5277,13.95144
5278,10.179144
5279,4.324896
5280,14.9022
5281,16.739388
5282,8.796996
5283,7.618104
5284,8.959968
5285,6.306804
5286,12.064356
5287,12.148344
5288,13.175316
5289,12.68154
5290,11.96532
5291,14.87268
5292,8.790048
5293,11.822256
5294,8.374248
5295,14.326164
5296,7.753968
5297,5.05134
5298,9.414252
5299,18.55008
5300,17.872956
5301,19.37538
5302,14.73678
5303,14.028372
5304,17.770068
5305,18.517572
5306,12.864312
5307,15.014952
5308,19.7847
5309,17.21178
5310,14.443308
5311,8.263116
5312,11.866716
5313,18.148824
5314,12.451572
5315,9.764136
5316,11.307132
5317,20.052936
5318,15.79356
5319,13.686732
5320,18.857088
5321,11.27844
5322,9.321012
5323,10.659852
5324,8.202564
5325,15.629292
5326,13.975524
5327,19.43658
5328,21.970116
5329,10.3185
5330,7.24626
5331,6.731856
5332,5.145948
5333,14.422104
5334,15.334488
5335,11.026656
5336,19.24596
5337,15.657876
5338,5.918436
5339,16.751232
5340,5.963652
5341,15.829128
5342,16.24788
5343,13.24602
5344,13.859712
5345,15.659784
5346,19.498968
5347,12.707208
5348,9.954828
5349,8.615016
5350,17.287596
5351,21.709224
5352,12.567312
5353,14.070024
5354,5.22342
5355,7.597656
5356,17.497404
5357,10.629216
5358,19.305504
5359,9.454392
5360,19.930428
5361,8.55684
5362,16.5177
5363,15.924384
5364,13.65462
5365,13.645368
5366,11.927952
5367,10.351044
5368,12.902292
5369,8.35938
5370,17.492076
5371,14.218416
5372,14.188248
5373,12.66354
5374,17.615448
5375,12.105828
5376,8.99154
5377,17.132508
5378,15.370956
5379,14.13594
5380,11.703276
5381,14.334192
5382,16.091244
5383,14.796504
5384,9.713952
5385,18.789624
5386,15.621156
5387,14.204088
5388,14.32558303
5389,14.33510869
5390,14.08557156
5391,8.55684
5392,16.5177
5393,15.924384
5394,13.65462
5395,13.645368
5396,11.927952
5397,10.351044
5398,12.902292
5399,8.35938
5400,17.492076
5401,14.218416
5402,14.188248
5403,12.66354
5404,17.615448
5405,12.105828
5406,8.99154
5407,17.132508
5408,15.370956
5409,14.13594
5410,11.703276
5411,14.334192
5412,16.091244
5413,14.796504
5414,9.713952
5415,18.789624
5416,15.621156
5417,14.204088
5418,10.770768
5419,10.303524
5420,15.23106
5421,13.585428
5422,10.191996
5423,13.072644
5424,14.362704
5425,18.681408
5426,19.557216
5427,17.884548
5428,18.263124
5429,18.795456
5430,10.079568
5431,6.628932
5432,13.058856
5433,12.59681137
5434,12.44943245
5435,16.963992
5436,9.80838
5437,7.636608
5438,10.766052
5439,8.320248
5440,7.243956
5441,9.23562
5442,8.71848
5443,8.579448
5444,14.699772
5445,14.724036
5446,16.674732
5447,18.68652
5448,18.3654
5449,18.761076
5450,21.502296
5451,16.550928
5452,21.418164
5453,19.729476
5454,11.565432
5455,15.101892
5456,14.009544
5457,20.592504
5458,13.899888
5459,19.153116
5460,18.81702
5461,16.68114
5462,21.577464
5463,18.797976
5464,21.978576
5465,19.23282
5466,9.965628
5467,15.98652
5468,9.642852
5469,20.0016
5470,18.149184
5471,17.399124
5472,15.453576
5473,20.692224
5474,20.66292
5475,18.841608
5476,15.660468
5477,19.664208
5478,20.744892
5479,19.259208
5480,22.332888
5481,18.016704
5482,19.67634
5483,20.233368
5484,18.917496
5485,19.413468
5486,18.444204
5487,18.203004
5488,18.996336
5489,9.14616
5490,19.153008
5491,20.322864
5492,20.63682
5493,18.027324
5494,15.551028
5495,18.833544
5496,19.278936
5497,18.764388
5498,8.499456
5499,4.16268
5500,3.109572
5501,19.464624
5502,16.57008
5503,19.008252
5504,12.989736
5505,18.510156
5506,19.682604
5507,13.596984
5508,19.29906
5509,16.935552
5510,19.7919
5511,12.027096
5512,19.872648
5513,15.901776
5514,17.323668
5515,20.268864
5516,17.96148
5517,19.73916
5518,22.077864
5519,20.549088
5520,21.214368
5521,19.002924
5522,17.690472
5523,21.943908
5524,21.207204
5525,19.55574
5526,21.457044
5527,21.988728
5528,21.952944
5529,20.35224
5530,21.261204
5531,21.698748
5532,22.885668
5533,16.692516
5534,22.632876
5535,22.63878
5536,21.425004
5537,23.586156
5538,22.432824
5539,25.527564
5540,22.886604
5541,21.923604
5542,21.942504
5543,23.891436
5544,23.567436
5545,25.085124
5546,22.561128
5547,23.376672
5548,21.268332
5549,25.917372
5550,26.7444
5551,22.078764
5552,21.017592
5553,24.510312
5554,24.753384
5555,20.052864
5556,9.5904
5557,21.450852
5558,25.325568
5559,26.684352
5560,26.498304
5561,23.240772
5562,25.177356
5563,23.38326
5564,17.70228
5565,21.49056
5566,18.012168
5567,20.171088
5568,16.223508
5569,14.14404
5570,16.394652
5571,12.507624
5572,17.081136
5573,25.165872
5574,24.483708
5575,23.176008
5576,26.225928
5577,25.991172
5578,22.290408
5579,18.682992
5580,19.71054
5581,25.478136
5582,16.489692
5583,25.989876
5584,26.10252
5585,17.027496
5586,22.373748
5587,17.387532
5588,20.445372
5589,26.518212
5590,17.433432
5591,19.562976
5592,20.324196
5593,9.02664
5594,14.803992
5595,11.414448
5596,14.75496
5597,14.088744
5598,11.453472
5599,21.679956
5600,19.074528
5601,16.066728
5602,10.656468
5603,6.919524
5604,9.980892
5605,17.494272
5606,25.545888
5607,17.035956
5608,15.238116
5609,13.89114
5610,11.961216
5611,16.398432
5612,2.751948
5613,2.488932
5614,7.518312
5615,15.0984
5616,18.249156
5617,12.968028
5618,11.664468
5619,16.736616
5620,15.029604
5621,21.223008
5622,10.424484
5623,18.663768
5624,14.08716
5625,15.947064
5626,20.796912
5627,19.675584
5628,15.63444
5629,24.271092
5630,13.818384
5631,21.947472
5632,16.14438
5633,18.551412
5634,16.789968
5635,13.80798
5636,20.404872
5637,15.925968
5638,23.257116
5639,11.50794
5640,7.441488
5641,14.378364
5642,6.7896
5643,17.051184
5644,13.865472
5645,16.506576
5646,14.781168
5647,16.035804
5648,10.84752
5649,12.894696
5650,24.128316
5651,12.195504
5652,15.158556
5653,7.703676
5654,16.705188
5655,17.00532
5656,14.109804
5657,8.177076
5658,11.147076
5659,7.7364
5660,13.89636
5661,22.479372
5662,7.224588
5663,11.561868
5664,6.008292
5665,17.995464
5666,18.47754
5667,19.930284
5668,12.759912
5669,13.606848
5670,17.508384
5671,7.120584
5672,10.962252
5673,18.847044
5674,2.895012
5675,7.410276
5676,8.967744
5677,20.608848
5678,8.797644
5679,12.905568
5680,14.611104
5681,11.475
5682,11.816172
5683,6.81714
5684,21.267252
5685,14.166972
5686,6.617088
5687,22.36482
5688,23.034852
5689,18.502704
5690,13.210308
5691,6.592752
5692,15.732396
5693,12.15594
5694,15.458112
5695,15.523596
5696,21.354084
5697,23.646528
5698,20.102256
5699,10.163808
5700,7.829604
5701,21.391992
5702,21.896136
5703,20.930904
5704,13.919004
5705,16.172064
5706,18.580032
5707,20.312964
5708,19.38348
5709,11.03778
5710,25.752816
5711,17.578728
5712,17.837784
5713,15.238332
5714,17.344368
5715,19.15686
5716,18.118008
