ndays,MJm2
3253,14.204628
3254,12.95064
3255,11.35224
3256,10.600092
3257,6.18552
3258,8.823312
3259,10.124244
3260,4.585716
3261,16.700364
3262,15.369732
3263,14.764932
3264,8.167032
3265,12.358476
3266,16.208496
3267,16.851924
3268,15.350616
3269,9.939708
3270,21.041532
3271,11.633976
3272,8.612352
3273,16.878132
3274,17.186796
3275,16.433928
3276,19.091196
3277,18.213696
3278,20.15406
3279,16.185672
3280,17.074584
3281,18.397728
3282,19.196928
3283,18.797328
3284,17.489196
3285,15.985728
3286,12.371328
3287,14.57586
3288,21.01464
3289,19.18548
3290,15.67692
3291,14.5062
3292,15.2406
3293,8.35344
3294,16.94412
3295,17.83692
3296,20.22012
3297,22.13208
3298,21.27384
3299,23.6178
3300,19.73484
3301,18.2268
3302,19.14588
3303,14.12244
3304,21.14964
3305,22.71744
3306,22.25268
3307,21.83292
3308,17.94816
3309,19.71
3310,21.27312
3311,18.69264
3312,20.75796
3313,20.62872
3314,23.75388
3315,19.5066
3316,23.70276
3317,24.06168
3318,19.93464
3319,23.65488
3320,22.66992
3321,23.841
3322,24.04224
3323,23.328
3324,17.982
3325,19.26252
3326,17.62416
3327,22.6476
3328,22.04244
3329,21.43764
3330,24.28992
3331,21.85128
3332,14.54148
3333,22.005
3334,23.8122
3335,22.79448
3336,25.91028
3337,24.47964
3338,25.29432
3339,21.09888
3340,18.33228
3341,16.22952
3342,14.6736
3343,19.3662
3344,8.07228
3345,18.08532
3346,22.8096
3347,17.52408
3348,17.69652
3349,24.71544
3350,20.23812
3351,19.87344
3352,21.82212
3353,25.90704
3354,26.10108
3355,22.58424
3356,22.86648
3357,17.38332
3358,24.075
3359,23.86224
3360,21.46608
3361,25.98552
3362,22.94964
3363,21.79332
3364,22.78512
3365,23.59656
3366,23.4792
3367,26.57808
3368,26.97948
3369,26.6742
3370,23.66748
3371,19.83456
3372,25.02792
3373,16.6194
3374,17.40996
3375,25.6644
3376,27.33444
3377,27.39528
3378,26.3718
3379,26.91216
3380,27.2214
3381,22.65012
3382,21.13308
3383,21.4542
3384,19.2798
3385,22.26672
3386,22.91076
3387,23.48064
3388,13.7124
3389,23.3406
3390,24.3792
3391,23.06268
3392,24.78636
3393,14.8284
3394,22.54032
3395,21.0708
3396,24.92568
3397,25.92936
3398,13.19328
3399,16.75548
3400,23.58684
3401,10.10016
3402,23.32656
3403,24.47496
3404,16.28784
3405,26.2386
3406,20.52828
3407,22.6656
3408,18.65556
3409,17.1774
3410,10.629
3411,10.84608
3412,23.47488
3413,19.40004
3414,21.40092
3415,21.79548
3416,24.0912
3417,26.27892
3418,27.48672
3419,21.57408
3420,13.0644
3421,14.35284
3422,22.6512
3423,16.74504
3424,22.2588
3425,19.99116
3426,21.19428
3427,22.92408
3428,17.37072
3429,22.2012
3430,4.33044
3431,16.30764
3432,15.22368
3433,22.57164
3434,13.43088
3435,7.83396
3436,21.54888
3437,21.77244
3438,18.8082
3439,12.05028
3440,5.39784
3441,21.38184
3442,18.24012
3443,8.29404
3444,10.91232
3445,18.89136
3446,15.78276
3447,11.3436
3448,13.0842
3449,13.4604
3450,13.73436
3451,12.76308
3452,20.63628
3453,19.96488
3454,10.09944
3455,12.37788
3456,19.73412
3457,5.29344
3458,11.034
3459,8.8488
3460,10.3518
3461,11.09556
3462,11.11932
3463,14.70564
3464,12.24432
3465,16.60752
3466,19.1088
3467,6.8274
3468,20.05056
3469,12.8502
3470,11.1942
3471,16.83288
3472,13.18932
3473,10.35828
3474,12.27024
3475,11.2554
3476,14.55876
3477,16.34652
3478,18.06912
3479,14.8716
3480,18.432
3481,12.81456
3482,16.10136
3483,22.9878
3484,14.01192
3485,11.85732
3486,10.21788
3487,13.25952
3488,11.16252
3489,9.54
3490,15.48756
3491,13.13208
3492,16.2648
3493,15.29244
3494,13.78548
3495,14.87232
3496,18.97164
3497,16.33392
3498,9.21888
3499,14.35968
3500,17.451
3501,11.57976
3502,12.53556
3503,23.88528
3504,18.63648
3505,7.64964
3506,14.39712
3507,21.6216
3508,6.48252
3509,8.81244
3510,17.11548
3511,13.31604
3512,14.98428
3513,8.35596
3514,9.90072
3515,9.8316
3516,6.5034
3517,20.03688
3518,7.95204
3519,16.50168
3520,15.28812
3521,16.09884
3522,13.74552
3523,19.88784
3524,17.21556
3525,14.8698
3526,15.4476
3527,14.52384
3528,5.68908
3529,14.3298
3530,20.62656
3531,16.02324
3532,14.904
3533,9.8064
3534,15.74568
3535,13.95396
3536,9.49788
3537,13.50216
3538,19.59048
3539,6.19848
3540,18.96372
3541,12.68028
3542,13.15044
3543,16.9992
3544,20.11824
3545,18.93672
3546,16.49916
3547,19.74348
3548,16.80228
3549,16.7166
3550,11.44404
3551,16.5348
3552,18.0324
3553,17.01684
3554,24.36408
3555,17.71308
3556,11.00988
3557,18.55224
3558,16.93692
3559,9.11304
3560,16.87932
3561,22.09428
3562,7.44264
3563,14.15952
3564,13.15692
3565,6.55056
3566,21.05676
3567,20.8566
3568,8.8794
3569,7.76304
3570,14.7474
3571,7.74936
3572,13.80816
3573,16.00272
3574,17.29872
3575,19.0458
3576,8.04492
3577,12.77388
3578,5.30028
3579,13.85712
3580,3.08664
3581,3.9366
3582,9.54756
3583,16.51032
3584,21.63096
3585,11.53872
3586,22.1688
3587,20.916
3588,11.02104
3589,15.76584
3590,21.03732
3591,14.99904
3592,7.42716
3593,14.06232
3594,17.06544
3595,16.2054
3596,13.55904
3597,9.79812
3598,9.60156
3599,5.31864
3600,8.33796
3601,16.58736
3602,12.89052
3603,13.84056
3604,19.10376
3605,15.43752
3606,14.19588
3607,9.97344
3608,5.80572
3609,7.3854
3610,16.5816
3611,18.55368
3612,17.0478
3613,8.32968
3614,17.5104
3615,9.21132
3616,1.9764
3617,17.62344
3618,18.85104
3619,13.72392
3620,11.03004
3621,11.8674
3622,10.71828
3623,13.45644
3624,13.11336
3625,17.62128
3626,11.9178
3627,20.19096
3628,15.87276
3629,17.90028
3630,14.13576
3631,18.19044
3632,11.03472
3633,12.95928
3634,16.98408
3635,18.8586
3636,18.15156
3637,20.53728
3638,17.36172
3639,19.98612
3640,20.043
3641,19.88964
3642,17.88048
3643,20.30616
3644,17.91288
3645,18.80604
3646,4.22856
3647,4.18716
3648,7.14492
3649,12.39552
3650,12.73716
3651,19.03104
3652,18.56448
3653,19.7208
3654,17.84952
3655,15.21216
3656,15.9678
3657,17.23464
3658,12.20652
3659,17.42652
3660,7.95528
3661,13.85028
3662,17.84772
3663,14.93424
3664,20.66724
3665,17.09136
3666,11.41128
3667,16.632
3668,14.78556
3669,17.29404
3670,19.06164
3671,18.8478
3672,20.67624
3673,21.0798
3674,18.65304
3675,16.36488
3676,19.28232
3677,20.40948
3678,18.39312
3679,14.51268
3680,15.72624
3681,20.1042
3682,18.14652
3683,19.24308
3684,18.96624
3685,13.67748
3686,18.89676
3687,20.55204
3688,13.3938
3689,22.49712
3690,22.34808
3691,18.97632
3692,17.84844
3693,22.5126
3694,21.84804
3695,22.41684
3696,23.0418
3697,21.7782
3698,18.33912
3699,23.66316
3700,23.57928
3701,23.6934
3702,21.90888
3703,24.33204
3704,21.14676
3705,20.5218
3706,23.53932
3707,23.985
3708,18.33372
3709,22.64904
3710,20.28816
3711,23.96124
3712,24.75936
3713,24.80472
3714,24.98796
3715,25.11108
3716,24.3288
3717,21.789
3718,22.91328
3719,19.62576
3720,13.08888
3721,8.68824
3722,18.0234
3723,9.69084
3724,23.9994
3725,18.6336
3726,19.99044
3727,17.40348
3728,19.42452
3729,22.6674
3730,18.47052
3731,19.6002
3732,18.3402
3733,22.39524
3734,21.7188
3735,23.4432
3736,10.72656
3737,14.55984
3738,12.24684
3739,25.93476
3740,25.97112
3741,25.63452
3742,25.9812
3743,25.87968
3744,25.80912
3745,23.08608
3746,26.55072
3747,24.5466
3748,8.80416
3749,17.38116
3750,21.34116
3751,13.58856
3752,19.18908
3753,13.44636
3754,13.68
3755,16.2126
3756,23.80392
3757,21.80304
3758,18.33228
3759,25.6068
3760,24.99516
3761,17.8974
3762,23.9706
3763,24.8814
3764,24.5052
3765,25.1676
3766,25.02432
3767,8.47944
3768,13.53132
3769,16.821
3770,22.71024
3771,23.9076
3772,15.75936
3773,21.72276
3774,20.1096
3775,9.6102
3776,18.621
3777,8.44416
3778,21.06864
3779,19.18944
3780,19.43352
3781,9.72432
3782,9.08172
3783,17.2224
3784,21.76668
3785,14.78232
3786,6.6402
3787,15.34032
3788,13.29876
3789,6.67008
3790,9.19836
3791,18.0846
3792,20.59056
3793,9.2106
3794,9.44172
3795,10.55088
3796,14.3334
3797,12.32064
3798,25.72632
3799,13.527
3800,20.91276
3801,21.82788
3802,16.08336
3803,22.17276
3804,17.72748
3805,22.13784
3806,15.96816
3807,13.34052
3808,17.00208
3809,16.7832
3810,20.39652
3811,15.81192
3812,9.13896
3813,6.2874
3814,11.88684
3815,12.9906
3816,4.47228
3817,14.3856
3818,15.82524
3819,15.71868
3820,15.59268
3821,19.56276
3822,21.03156
3823,16.407
3824,16.68276
3825,8.79552
3826,5.66568
3827,17.49744
3828,17.30592
3829,19.07028
3830,4.67172
3831,10.0674
3832,12.12192
3833,13.69368
3834,16.09992
3835,21.10356
3836,15.339852
3837,15.31332
3838,14.01588
3839,10.1754
3840,16.73136
3841,15.56568
3842,10.37124
3843,12.85704
3844,13.90068
3845,18.45828
3846,15.55308
3847,7.63416
3848,11.57832
3849,8.23824
3850,22.85316
3851,10.73664
3852,17.48124
3853,16.30044
3854,19.37268
3855,13.2156
3856,10.6452
3857,17.86464
3858,25.51788
3859,16.35192
3860,10.6164
3861,24.66396
3862,13.356
3863,15.94404
3864,21.70296
3865,22.94064
3866,21.24468
3867,16.245
3868,24.44256
3869,22.61736
3870,14.85828
3871,20.36664
3872,4.26888
3873,12.15072
3874,6.13368
3875,10.6218
3876,14.752944
3877,9.68832
3878,18.862956
3879,17.02332
3880,14.12532
3881,17.70804
3882,15.2316
3883,7.4502
3884,22.8258
3885,6.94116
3886,11.174112
3887,14.2524
3888,7.37424
3889,5.1498
3890,5.5494
3891,9.9594
3892,5.24952
3893,19.88676
3894,18.57024
3895,17.45352
3896,10.54836
3897,15.357996
3898,11.13282
3899,20.9196
3900,18.62172
3901,20.889324
3902,9.25128
3903,3.9618
3904,5.26068
3905,11.0052
3906,16.25652
3907,4.422276
3908,15.901236
3909,13.139712
3910,17.946
3911,14.75795374
3912,14.0634
3913,14.90003381
3914,14.77522374
3915,8.63154
3916,16.579908
3917,23.837508
3918,14.86702434
3919,15.06447448
3920,15.494436
3921,15.21382947
3922,17.61426
3923,16.379784
3924,19.32714
3925,10.02168
3926,9.16992
3927,7.569
3928,13.6782
3929,13.53312
3930,5.46444
3931,9.62856
3932,18.14112
3933,13.85136
3934,14.92164
3935,7.36992
3936,14.58
3937,17.8668
3938,18.01476
3939,13.49208
3940,10.42632
3941,20.36628
3942,15.43032
3943,12.42216
3944,13.67208
3945,16.56792
3946,19.9638
3947,13.2624
3948,19.58796
3949,16.68744
3950,16.3206
3951,10.69164
3952,10.0818
3953,5.6376
3954,9.03888
3955,4.79736
3956,15.60168
3957,10.7928
3958,10.1808
3959,11.2356
3960,16.99344
3961,11.79684
3962,11.709
3963,15.94476
3964,17.03448
3965,11.25108
3966,12.726
3967,14.0112
3968,17.56476
3969,15.8238
3970,14.37516
3971,7.1334
3972,7.16832
3973,6.08076
