Component,Diameter_measure,N,r2,rmse,a,b
Leaf,bd,101,0.89,0.404,0.0185,0.7803
Bole,bd,101,0.93,0.368,0.0212,0.8796
Branch,bd,146,0.83,0.588,0.0853,0.5345
Root,bd,101,0.77,0.559,0.0122,0.6866
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
